year	session	role	pid	paper
2015	1000053	c	5650271	NA
2015	1000053	d	5660835	NA
2015	1000053	p	NA	1000054
2015	1000053	p	NA	1000055
2015	1000053	p	NA	1000056
2015	1000053	p	NA	1000057
2015	1000082	c	5657142	NA
2015	1000082	p	NA	1000084
2015	1000082	p	NA	1000085
2015	1000082	p	NA	1037312
2015	1000088	c	5657609	NA
2015	1000088	d	5639512	NA
2015	1000088	d	5640162	NA
2015	1000088	p	NA	1000089
2015	1000088	p	NA	1000090
2015	1000088	p	NA	1000092
2015	1000088	p	NA	1044852
2015	1000088	p	NA	1000093
2015	1000168	c	5663057	NA
2015	1000168	d	5637857	NA
2015	1000168	d	5651486	NA
2015	1000168	p	NA	1000169
2015	1000168	p	NA	1000170
2015	1000168	p	NA	1000171
2015	1000168	p	NA	1000172
2015	1000168	p	NA	1000173
2015	1000233	c	5662931	NA
2015	1000233	p	5447569	NA
2015	1000233	p	5604856	NA
2015	1000233	p	5642907	NA
2015	1000233	p	5654685	NA
2015	1000233	p	5662767	NA
2015	1000239	c	5636268	NA
2015	1000239	p	NA	1000240
2015	1000239	p	NA	1000241
2015	1000239	p	NA	1000242
2015	1000239	p	NA	1000243
2015	1000261	c	5662783	NA
2015	1000261	d	5638481	NA
2015	1000261	d	5662783	NA
2015	1000261	p	NA	1000262
2015	1000261	p	NA	1000263
2015	1000261	p	NA	1000264
2015	1000261	p	NA	1000265
2015	1000325	c	5645759	NA
2015	1000325	d	5647861	NA
2015	1000325	d	5649366	NA
2015	1000325	p	NA	1000326
2015	1000325	p	NA	1000327
2015	1000325	p	NA	1000328
2015	1000325	p	NA	1000398
2015	1000325	p	NA	997692
2015	1000354	c	5653496	NA
2015	1000354	d	5647037	NA
2015	1000354	p	NA	1000355
2015	1000354	p	NA	1000356
2015	1000354	p	NA	1000357
2015	1000354	p	NA	1000358
2015	1000393	c	5662673	NA
2015	1000393	p	NA	1000394
2015	1000393	p	NA	1000395
2015	1000393	p	NA	1000396
2015	1000393	p	NA	1000397
2015	1000419	c	5658811	NA
2015	1000419	d	5639205	NA
2015	1000419	d	5658811	NA
2015	1000419	p	NA	1000420
2015	1000419	p	NA	1001032
2015	1000419	p	NA	1000421
2015	1000419	p	NA	1044382
2015	1000423	c	5497181	NA
2015	1000423	d	5642016	NA
2015	1000423	d	5648882	NA
2015	1000423	p	NA	1000424
2015	1000423	p	NA	1000425
2015	1000423	p	NA	1000426
2015	1000423	p	NA	1000427
2015	1000423	p	NA	1000456
2015	1000428	c	5650872	NA
2015	1000428	d	5715487	NA
2015	1000428	p	NA	1000429
2015	1000428	p	NA	1000430
2015	1000428	p	NA	1000431
2015	1000428	p	NA	1000432
2015	1000428	p	NA	1000433
2015	1000443	c	5653995	NA
2015	1000443	d	5644535	NA
2015	1000443	d	5652336	NA
2015	1000443	d	5657256	NA
2015	1000443	p	NA	1000444
2015	1000443	p	NA	1000445
2015	1000443	p	NA	1000446
2015	1000443	p	NA	1000447
2015	1000443	p	NA	1000448
2015	1000473	c	5715346	NA
2015	1000473	d	5649294	NA
2015	1000473	d	5651103	NA
2015	1000473	p	NA	1000474
2015	1000473	p	NA	1000475
2015	1000473	p	NA	1000476
2015	1000473	p	NA	1000477
2015	1000519	c	5646497	NA
2015	1000519	p	5463256	NA
2015	1000519	p	5602572	NA
2015	1000519	p	5659055	NA
2015	1000519	p	5659471	NA
2015	1000519	p	5715383	NA
2015	1000574	c	5663301	NA
2015	1000574	d	5653847	NA
2015	1000574	p	NA	1000575
2015	1000574	p	NA	1000576
2015	1000574	p	NA	1000577
2015	1000574	p	NA	1000578
2015	1000584	c	5638057	NA
2015	1000584	d	5638057	NA
2015	1000584	p	NA	1000585
2015	1000584	p	NA	1000586
2015	1000584	p	NA	1000587
2015	1000584	p	NA	1000588
2015	1000584	p	NA	1000589
2015	1000618	c	5640594	NA
2015	1000618	p	5638630	NA
2015	1000618	p	5641150	NA
2015	1000618	p	5650594	NA
2015	1000618	p	5661463	NA
2015	1000618	p	5715574	NA
2015	1000637	c	5647983	NA
2015	1000637	p	5644792	NA
2015	1000637	p	5649649	NA
2015	1000637	p	5655411	NA
2015	1000637	p	5657283	NA
2015	1000637	p	5661556	NA
2015	1000638	c	5640570	NA
2015	1000638	d	5638701	NA
2015	1000638	d	5651661	NA
2015	1000638	p	NA	1000639
2015	1000638	p	NA	1000640
2015	1000638	p	NA	1000641
2015	1000638	p	NA	1000642
2015	1000638	p	NA	1000643
2015	1000646	c	5659489	NA
2015	1000646	d	5653557	NA
2015	1000646	p	NA	1000647
2015	1000646	p	NA	1000648
2015	1000646	p	NA	1000649
2015	1000646	p	NA	1000650
2015	1000646	p	NA	1000651
2015	1000662	c	5640355	NA
2015	1000662	d	5713119	NA
2015	1000662	p	NA	1000663
2015	1000662	p	NA	1000664
2015	1000662	p	NA	1000665
2015	1000662	p	NA	1000666
2015	1000669	c	5650317	NA
2015	1000669	p	5636441	NA
2015	1000669	p	5640014	NA
2015	1000669	p	5643555	NA
2015	1000669	p	5646947	NA
2015	1000669	p	5648240	NA
2015	1000669	p	5659660	NA
2015	1000722	c	5646710	NA
2015	1000722	d	5658991	NA
2015	1000722	p	NA	1000723
2015	1000722	p	NA	1000725
2015	1000722	p	NA	1000726
2015	1000722	p	NA	996698
2015	1000743	c	5660163	NA
2015	1000743	d	5641753	NA
2015	1000743	p	NA	1000744
2015	1000743	p	NA	1000745
2015	1000743	p	NA	1000746
2015	1000743	p	NA	1000747
2015	1000743	p	NA	1000748
2015	1000756	c	5657489	NA
2015	1000756	p	5637826	NA
2015	1000756	p	5650654	NA
2015	1000756	p	5653788	NA
2015	1000756	p	5664162	NA
2015	1000756	p	5714818	NA
2015	1000769	c	5606656	NA
2015	1000769	d	5659055	NA
2015	1000769	d	5661159	NA
2015	1000769	p	NA	1000771
2015	1000769	p	NA	1000772
2015	1000769	p	NA	1000773
2015	1000769	p	NA	1000774
2015	1000780	c	5602179	NA
2015	1000780	p	5638852	NA
2015	1000780	p	5645179	NA
2015	1000780	p	5659746	NA
2015	1000780	p	6236530	NA
2015	1000787	c	5638415	NA
2015	1000787	p	5643159	NA
2015	1000787	p	6236816	NA
2015	1000820	c	5655840	NA
2015	1000820	p	5518581	NA
2015	1000820	p	5638418	NA
2015	1000820	p	5643648	NA
2015	1000820	p	5649375	NA
2015	1000820	p	5652882	NA
2015	1000820	p	5655840	NA
2015	1000821	c	5662931	NA
2015	1000821	d	5648973	NA
2015	1000821	d	5656220	NA
2015	1000821	p	NA	1000822
2015	1000821	p	NA	1000823
2015	1000821	p	NA	1000824
2015	1000821	p	NA	1000825
2015	1000821	p	NA	1000826
2015	1000827	c	5642035	NA
2015	1000827	d	5642035	NA
2015	1000827	d	5644436	NA
2015	1000827	p	NA	1002928
2015	1000827	p	NA	1000828
2015	1000827	p	NA	1000829
2015	1000827	p	NA	1000830
2015	1000827	p	NA	1002984
2015	1000840	d	5658417	NA
2015	1000840	p	NA	1000841
2015	1000840	p	NA	1000842
2015	1000840	p	NA	1000843
2015	1000840	p	NA	1000844
2015	1000840	p	NA	1015763
2015	1000848	c	5640128	NA
2015	1000848	p	5637856	NA
2015	1000848	p	5655511	NA
2015	1000848	p	5658287	NA
2015	1000848	p	5661618	NA
2015	1000848	p	5696395	NA
2015	1000848	p	5715101	NA
2015	1000885	c	5646467	NA
2015	1000885	d	5643306	NA
2015	1000885	p	NA	1000886
2015	1000885	p	NA	1000887
2015	1000885	p	NA	1000888
2015	1000891	c	5638537	NA
2015	1000891	d	5655683	NA
2015	1000891	p	NA	1000892
2015	1000891	p	NA	1000893
2015	1000891	p	NA	1000894
2015	1000891	p	NA	1000895
2015	1000891	p	NA	1000907
2015	1000903	c	5648752	NA
2015	1000903	d	5648752	NA
2015	1000903	p	NA	1000905
2015	1000903	p	NA	1000906
2015	1000903	p	NA	1025032
2015	1000903	p	NA	1025033
2015	1000909	c	5663606	NA
2015	1000909	p	5604097	NA
2015	1000909	p	5639702	NA
2015	1000909	p	5639740	NA
2015	1000909	p	5647096	NA
2015	1000909	p	5653114	NA
2015	1000910	c	5639893	NA
2015	1000910	d	5639893	NA
2015	1000910	p	NA	1000911
2015	1000910	p	NA	1000912
2015	1000910	p	NA	1000913
2015	1000910	p	NA	1000914
2015	1000910	p	NA	1000915
2015	1000919	c	5653421	NA
2015	1000919	d	5653421	NA
2015	1000919	d	5655678	NA
2015	1000919	p	NA	1000920
2015	1000919	p	NA	1000921
2015	1000919	p	NA	1000922
2015	1000919	p	NA	1000923
2015	1000919	p	NA	1001374
2015	1000926	c	5648645	NA
2015	1000926	p	5638223	NA
2015	1000926	p	5640476	NA
2015	1000926	p	5648645	NA
2015	1000926	p	5648785	NA
2015	1000926	p	5659479	NA
2015	1000929	c	5653746	NA
2015	1000929	d	5639205	NA
2015	1000929	p	NA	1000930
2015	1000929	p	NA	1000931
2015	1000929	p	NA	1000932
2015	1000929	p	NA	1000933
2015	1000936	c	5638425	NA
2015	1000936	d	5638425	NA
2015	1000936	p	NA	1000937
2015	1000936	p	NA	1000938
2015	1000936	p	NA	1000939
2015	1000936	p	NA	1000940
2015	1000959	c	5715473	NA
2015	1000959	d	5648931	NA
2015	1000959	d	5655935	NA
2015	1000959	p	NA	1000960
2015	1000959	p	NA	1000961
2015	1000959	p	NA	1000962
2015	1000959	p	NA	1000963
2015	1001004	c	5649860	NA
2015	1001004	p	NA	1001005
2015	1001004	p	NA	1001006
2015	1001004	p	NA	1001007
2015	1001004	p	NA	1001008
2015	1001004	p	NA	1001009
2015	1001004	p	NA	997595
2015	1001027	c	5651351	NA
2015	1001027	d	5651351	NA
2015	1001027	p	NA	1001028
2015	1001027	p	NA	1001029
2015	1001027	p	NA	1001030
2015	1001027	p	NA	1001338
2015	1001075	c	5657053	NA
2015	1001075	d	5655397	NA
2015	1001075	d	5658488	NA
2015	1001075	p	NA	1001076
2015	1001075	p	NA	1001077
2015	1001075	p	NA	1001078
2015	1001075	p	NA	1001079
2015	1001075	p	NA	1002217
2015	1001115	c	5643396	NA
2015	1001115	d	5650984	NA
2015	1001115	p	NA	1001116
2015	1001115	p	NA	1001117
2015	1001115	p	NA	1001118
2015	1001115	p	NA	1001119
2015	1001124	c	5606173	NA
2015	1001124	d	5606173	NA
2015	1001124	p	NA	1001125
2015	1001124	p	NA	1001126
2015	1001124	p	NA	1001127
2015	1001124	p	NA	1001128
2015	1001124	p	NA	1001129
2015	1001141	c	5639724	NA
2015	1001141	d	5657355	NA
2015	1001141	p	NA	1001142
2015	1001141	p	NA	1001143
2015	1001141	p	NA	1001144
2015	1001141	p	NA	1001145
2015	1001141	p	NA	1001146
2015	1001204	c	5713216	NA
2015	1001204	d	5713216	NA
2015	1001204	p	NA	1001206
2015	1001204	p	NA	1001694
2015	1001204	p	NA	1001207
2015	1001307	c	5715542	NA
2015	1001307	p	5606304	NA
2015	1001307	p	5645730	NA
2015	1001307	p	5660002	NA
2015	1001307	p	5715542	NA
2015	1001317	c	5641439	NA
2015	1001317	d	5655987	NA
2015	1001317	d	5656725	NA
2015	1001317	p	NA	1001318
2015	1001317	p	NA	1001319
2015	1001317	p	NA	1001320
2015	1001329	c	5655009	NA
2015	1001329	p	NA	1001330
2015	1001329	p	NA	1001331
2015	1001329	p	NA	1001332
2015	1001329	p	NA	1001333
2015	1001449	c	5650618	NA
2015	1001449	d	5650618	NA
2015	1001449	p	NA	1001450
2015	1001449	p	NA	1001451
2015	1001449	p	NA	1001454
2015	1001449	p	NA	1001455
2015	1001449	p	NA	1038730
2015	1001480	c	5662148	NA
2015	1001480	d	5657942	NA
2015	1001480	p	NA	1001481
2015	1001480	p	NA	1001482
2015	1001480	p	NA	1001483
2015	1001480	p	NA	1001484
2015	1001637	c	5447763	NA
2015	1001637	d	5447763	NA
2015	1001637	d	6708584	NA
2015	1001637	p	NA	1001638
2015	1001637	p	NA	1001639
2015	1001637	p	NA	1002611
2015	1001637	p	NA	1005766
2015	1001637	p	NA	1005767
2015	1001657	c	5657942	NA
2015	1001657	d	5656380	NA
2015	1001657	p	NA	1001658
2015	1001657	p	NA	1001659
2015	1001657	p	NA	1001660
2015	1001657	p	NA	1001661
2015	1001682	c	5604642	NA
2015	1001682	d	5638553	NA
2015	1001682	p	NA	1001683
2015	1001682	p	NA	1001684
2015	1001682	p	NA	1001685
2015	1001682	p	NA	1001686
2015	1001682	p	NA	1001687
2015	1001703	c	5519918	NA
2015	1001703	d	5642357	NA
2015	1001703	p	NA	1001704
2015	1001703	p	NA	1001705
2015	1001703	p	NA	1001706
2015	1001703	p	NA	1001707
2015	1001703	p	NA	1001708
2015	1001712	c	5715748	NA
2015	1001712	d	5647390	NA
2015	1001712	d	5656274	NA
2015	1001712	p	NA	1001713
2015	1001712	p	NA	1001714
2015	1001712	p	NA	1001715
2015	1001712	p	NA	1001716
2015	1001712	p	NA	1001717
2015	1001732	c	5606348	NA
2015	1001732	d	5606348	NA
2015	1001732	d	5660229	NA
2015	1001732	p	NA	1001733
2015	1001732	p	NA	1002967
2015	1001732	p	NA	1001734
2015	1001732	p	NA	1001735
2015	1001732	p	NA	1001736
2015	1001732	p	NA	999928
2015	1001742	c	5651149	NA
2015	1001742	d	5653405	NA
2015	1001742	d	5661542	NA
2015	1001742	p	NA	1001743
2015	1001742	p	NA	1001744
2015	1001742	p	NA	1001745
2015	1001742	p	NA	1001746
2015	1001742	p	NA	1001747
2015	1001750	c	5605208	NA
2015	1001750	d	5714608	NA
2015	1001750	p	NA	1001751
2015	1001750	p	NA	1001752
2015	1001750	p	NA	1001753
2015	1001750	p	NA	1001754
2015	1001750	p	NA	1001755
2015	1001812	c	5662007	NA
2015	1001812	d	5708862	NA
2015	1001812	p	NA	1001813
2015	1001812	p	NA	1001814
2015	1001812	p	NA	1001815
2015	1001812	p	NA	1001816
2015	1001812	p	NA	996093
2015	1001819	c	5654083	NA
2015	1001819	d	5605548	NA
2015	1001819	d	5660557	NA
2015	1001819	p	NA	1001820
2015	1001819	p	NA	1001821
2015	1001819	p	NA	1001822
2015	1001819	p	NA	1001823
2015	1001819	p	NA	1001824
2015	1001914	c	5648492	NA
2015	1001914	d	5651728	NA
2015	1001914	d	5664103	NA
2015	1001914	p	NA	1001915
2015	1001914	p	NA	1001916
2015	1001914	p	NA	1001917
2015	1001914	p	NA	1001918
2015	1001914	p	NA	993938
2015	1002017	c	5713544	NA
2015	1002017	d	5502322	NA
2015	1002017	p	NA	1002018
2015	1002017	p	NA	1002019
2015	1002017	p	NA	1002020
2015	1002017	p	NA	1002021
2015	1002052	c	5642877	NA
2015	1002052	d	5662633	NA
2015	1002052	p	NA	1002053
2015	1002052	p	NA	1002054
2015	1002052	p	NA	1002055
2015	1002052	p	NA	1002484
2015	1002052	p	NA	1002582
2015	1002121	c	5664145	NA
2015	1002121	d	5664145	NA
2015	1002121	p	NA	1002122
2015	1002121	p	NA	1002123
2015	1002121	p	NA	1002124
2015	1002121	p	NA	1002125
2015	1002121	p	NA	1002126
2015	1002129	c	5647237	NA
2015	1002129	d	5647237	NA
2015	1002129	d	5647681	NA
2015	1002129	p	NA	1002130
2015	1002129	p	NA	1002131
2015	1002129	p	NA	1002132
2015	1002129	p	NA	1002133
2015	1002129	p	NA	1002134
2015	1002167	c	5660222	NA
2015	1002167	d	5646236	NA
2015	1002167	p	NA	1002168
2015	1002167	p	NA	1002169
2015	1002167	p	NA	1002170
2015	1002167	p	NA	1002171
2015	1002179	c	5659779	NA
2015	1002179	d	5508608	NA
2015	1002179	d	5645368	NA
2015	1002179	p	NA	1002180
2015	1002179	p	NA	1002181
2015	1002179	p	NA	1002182
2015	1002179	p	NA	1002183
2015	1002179	p	NA	1002184
2015	1002316	c	5654513	NA
2015	1002316	d	5462231	NA
2015	1002316	p	NA	1002317
2015	1002316	p	NA	1002318
2015	1002316	p	NA	1002319
2015	1002316	p	NA	1002320
2015	1002316	p	NA	1002321
2015	1002344	c	5644023	NA
2015	1002344	d	5638821	NA
2015	1002344	p	NA	1002345
2015	1002344	p	NA	1002346
2015	1002344	p	NA	1002347
2015	1002344	p	NA	1002350
2015	1002366	c	5663562	NA
2015	1002366	d	5650425	NA
2015	1002366	p	NA	1002367
2015	1002366	p	NA	1002368
2015	1002366	p	NA	1002369
2015	1002366	p	NA	1002370
2015	1002366	p	NA	1002371
2015	1002429	c	5661121	NA
2015	1002429	d	5649290	NA
2015	1002429	p	NA	1002430
2015	1002429	p	NA	1002431
2015	1002429	p	NA	1002432
2015	1002429	p	NA	1002433
2015	1002429	p	NA	1027042
2015	1002471	c	5663024	NA
2015	1002471	d	5663024	NA
2015	1002471	p	NA	1002472
2015	1002471	p	NA	1002473
2015	1002471	p	NA	1002475
2015	1002517	c	5654476	NA
2015	1002517	d	5658199	NA
2015	1002517	p	NA	1002518
2015	1002517	p	NA	1002519
2015	1002517	p	NA	1002520
2015	1002517	p	NA	1002521
2015	1002517	p	NA	1002522
2015	1002604	c	5660592	NA
2015	1002604	d	5651905	NA
2015	1002604	d	5657948	NA
2015	1002604	p	NA	1002605
2015	1002604	p	NA	1002606
2015	1002604	p	NA	1002608
2015	1002604	p	NA	1002730
2015	1002708	c	5606529	NA
2015	1002708	d	5647776	NA
2015	1002708	d	5715450	NA
2015	1002708	p	NA	1002710
2015	1002708	p	NA	1002711
2015	1002708	p	NA	1052920
2015	1002708	p	NA	1061079
2015	1002839	c	5637376	NA
2015	1002839	d	5716078	NA
2015	1002839	p	NA	1002840
2015	1002839	p	NA	1002841
2015	1002839	p	NA	1002842
2015	1002839	p	NA	1003145
2015	1002894	c	5641150	NA
2015	1002894	c	5659145	NA
2015	1002894	p	5463848	NA
2015	1002894	p	5636223	NA
2015	1002894	p	5642922	NA
2015	1002894	p	5646092	NA
2015	1002894	p	5653544	NA
2015	1002894	p	5656773	NA
2015	1002923	c	5638271	NA
2015	1002923	p	5519918	NA
2015	1002923	p	5637692	NA
2015	1002923	p	5645702	NA
2015	1002923	p	5650196	NA
2015	1002923	p	5654419	NA
2015	1003016	c	5603557	NA
2015	1003016	d	5642549	NA
2015	1003016	p	NA	1003017
2015	1003016	p	NA	1003018
2015	1003016	p	NA	1003019
2015	1003016	p	NA	1003264
2015	1003067	c	5647001	NA
2015	1003067	d	5663564	NA
2015	1003067	p	NA	1003068
2015	1003067	p	NA	1003069
2015	1003067	p	NA	1003070
2015	1003067	p	NA	1003071
2015	1003067	p	NA	1003072
2015	1003242	c	5651457	NA
2015	1003242	d	6237733	NA
2015	1003242	p	NA	1003243
2015	1003242	p	NA	1003245
2015	1003242	p	NA	1003247
2015	1003428	c	5643653	NA
2015	1003428	d	5649008	NA
2015	1003428	p	NA	1003429
2015	1003428	p	NA	1003430
2015	1003428	p	NA	1003431
2015	1003428	p	NA	1003432
2015	1003434	c	5636801	NA
2015	1003434	d	5657914	NA
2015	1003434	p	NA	1003435
2015	1003434	p	NA	1003436
2015	1003434	p	NA	1003437
2015	1003434	p	NA	1003438
2015	1003434	p	NA	1003439
2015	1003491	c	5641118	NA
2015	1003491	d	5644364	NA
2015	1003491	p	NA	1003492
2015	1003491	p	NA	1003493
2015	1003491	p	NA	1003494
2015	1003491	p	NA	1003495
2015	1003491	p	NA	1003496
2015	1003500	c	5660749	NA
2015	1003500	d	5643718	NA
2015	1003500	p	NA	1003501
2015	1003500	p	NA	1003502
2015	1003500	p	NA	1003503
2015	1003500	p	NA	1003504
2015	1003554	c	5662339	NA
2015	1003554	p	5497432	NA
2015	1003554	p	5606373	NA
2015	1003554	p	5642738	NA
2015	1003554	p	5646625	NA
2015	1003554	p	5648450	NA
2015	1003554	p	5649677	NA
2015	1003554	p	5656817	NA
2015	1003669	c	5448157	NA
2015	1003669	d	5519645	NA
2015	1003669	d	5656725	NA
2015	1003669	p	NA	1003670
2015	1003669	p	NA	1003671
2015	1003669	p	NA	1003672
2015	1003669	p	NA	1003673
2015	1003669	p	NA	1003935
2015	1003732	c	5637663	NA
2015	1003732	d	5603078	NA
2015	1003732	d	5716220	NA
2015	1003732	p	NA	1003733
2015	1003732	p	NA	1003734
2015	1003732	p	NA	1003735
2015	1003732	p	NA	1003736
2015	1003732	p	NA	1003822
2015	1003943	c	5663301	NA
2015	1003943	p	5654305	NA
2015	1003943	p	5658475	NA
2015	1003943	p	5660157	NA
2015	1003943	p	5661973	NA
2015	1003943	p	5716257	NA
2015	1004028	c	5657569	NA
2015	1004028	d	5657569	NA
2015	1004028	p	NA	1004029
2015	1004028	p	NA	1004030
2015	1004028	p	NA	1004031
2015	1004028	p	NA	1044409
2015	1004053	c	5643577	NA
2015	1004053	d	5643577	NA
2015	1004053	p	NA	1004054
2015	1004053	p	NA	1004055
2015	1004053	p	NA	1004056
2015	1004053	p	NA	1004057
2015	1010285	c	5657610	NA
2015	1010285	d	5656260	NA
2015	1010285	d	5657610	NA
2015	1010285	p	NA	1002577
2015	1010285	p	NA	1002330
2015	1010285	p	NA	994827
2015	1010285	p	NA	992941
2015	1011784	c	5637571	NA
2015	1011784	d	5637571	NA
2015	1011784	p	NA	998258
2015	1011784	p	NA	1001749
2015	1011784	p	NA	1001620
2015	1011784	p	NA	1003617
2015	1011784	p	NA	1001927
2015	1012303	d	5643451	NA
2015	1012303	p	NA	989128
2015	1012303	p	NA	997652
2015	1012303	p	NA	1002795
2015	1012303	p	NA	1001137
2015	1012327	c	5645041	NA
2015	1012327	d	5638007	NA
2015	1012327	d	5645041	NA
2015	1012327	p	NA	1002113
2015	1012327	p	NA	992888
2015	1012327	p	NA	1003729
2015	1012327	p	NA	997699
2015	1012327	p	NA	995612
2015	1012850	c	5660269	NA
2015	1012850	d	5636505	NA
2015	1012850	p	NA	1003751
2015	1012850	p	NA	1002942
2015	1012850	p	NA	1002908
2015	1012850	p	NA	1002677
2015	1012887	c	5643760	NA
2015	1012887	d	5643760	NA
2015	1012887	p	NA	996285
2015	1012887	p	NA	995292
2015	1012887	p	NA	996824
2015	1012887	p	NA	993602
2015	1012887	p	NA	989091
2015	1012938	d	5646861	NA
2015	1012938	p	NA	992544
2015	1012938	p	NA	998323
2015	1012938	p	NA	998593
2015	1012940	c	5647113	NA
2015	1012940	d	5498334	NA
2015	1012940	d	5657164	NA
2015	1012940	p	NA	1002407
2015	1012940	p	NA	995738
2015	1012940	p	NA	1002302
2015	1012940	p	NA	1001919
2015	1012940	p	NA	1003937
2015	1012943	c	5740457	NA
2015	1012943	d	5645324	NA
2015	1012943	p	NA	1000861
2015	1012943	p	NA	997694
2015	1012943	p	NA	995709
2015	1012943	p	NA	994680
2015	1013046	c	5497181	NA
2015	1013046	d	5497181	NA
2015	1013046	d	5643004	NA
2015	1013046	p	NA	1003273
2015	1013046	p	NA	996897
2015	1013046	p	NA	996810
2015	1013046	p	NA	997309
2015	1013046	p	NA	1002275
2015	1013049	c	5646034	NA
2015	1013049	d	5639354	NA
2015	1013049	d	5646034	NA
2015	1013049	p	NA	977377
2015	1013049	p	NA	996868
2015	1013049	p	NA	1001256
2015	1013049	p	NA	1002825
2015	1013049	p	NA	993038
2015	1013078	c	5656557	NA
2015	1013078	d	5461460	NA
2015	1013078	d	5656557	NA
2015	1013078	p	NA	994837
2015	1013078	p	NA	1002036
2015	1013078	p	NA	1002449
2015	1013078	p	NA	1000835
2015	1013078	p	NA	1003603
2015	1013079	c	5660226	NA
2015	1013079	d	5647983	NA
2015	1013079	d	5660226	NA
2015	1013079	p	NA	1002448
2015	1013079	p	NA	1004064
2015	1013079	p	NA	992440
2015	1013079	p	NA	1001760
2015	1013079	p	NA	1000721
2015	1013080	c	5649067	NA
2015	1013080	d	5497825	NA
2015	1013080	d	5649067	NA
2015	1013080	p	NA	996085
2015	1013080	p	NA	994845
2015	1013080	p	NA	993821
2015	1013080	p	NA	999968
2015	1013080	p	NA	1002270
2015	1013088	c	5661611	NA
2015	1013088	d	5638545	NA
2015	1013088	d	5661611	NA
2015	1013088	p	NA	1002916
2015	1013088	p	NA	994788
2015	1013088	p	NA	989127
2015	1013088	p	NA	977122
2015	1013088	p	NA	999560
2015	1013092	c	5639525	NA
2015	1013092	d	5637052	NA
2015	1013092	d	5639525	NA
2015	1013092	p	NA	997415
2015	1013092	p	NA	999979
2015	1013092	p	NA	996674
2015	1013092	p	NA	996753
2015	1013092	p	NA	994775
2015	1013093	c	5659677	NA
2015	1013093	d	5449427	NA
2015	1013093	d	5659677	NA
2015	1013093	p	NA	1000522
2015	1013093	p	NA	999138
2015	1013093	p	NA	995890
2015	1013093	p	NA	1000974
2015	1013093	p	NA	978936
2015	1013094	c	5713484	NA
2015	1013094	d	5653475	NA
2015	1013094	d	5713484	NA
2015	1013094	p	NA	1002873
2015	1013094	p	NA	1001370
2015	1013094	p	NA	1001212
2015	1013094	p	NA	988737
2015	1013094	p	NA	1002530
2015	1013095	c	5645022	NA
2015	1013095	d	5642702	NA
2015	1013095	d	5645022	NA
2015	1013095	p	NA	997659
2015	1013095	p	NA	994684
2015	1013095	p	NA	994536
2015	1013095	p	NA	1003357
2015	1013095	p	NA	999711
2015	1013138	c	5661574	NA
2015	1013138	d	5653614	NA
2015	1013138	d	5660534	NA
2015	1013138	p	NA	1000617
2015	1013138	p	NA	1001122
2015	1013138	p	NA	990341
2015	1013138	p	NA	999542
2015	1013138	p	NA	989026
2015	1013149	c	5662482	NA
2015	1013149	d	5660023	NA
2015	1013149	p	NA	999338
2015	1013149	p	NA	1000867
2015	1013149	p	NA	1003643
2015	1013149	p	NA	988678
2015	1013149	p	NA	997028
2015	1013151	c	5645093	NA
2015	1013151	d	5645093	NA
2015	1013151	p	NA	993083
2015	1013151	p	NA	1002230
2015	1013151	p	NA	1001941
2015	1013151	p	NA	995014
2015	1013151	p	NA	998630
2015	1013153	c	5606610	NA
2015	1013153	d	5636983	NA
2015	1013153	d	5655646	NA
2015	1013153	p	NA	995813
2015	1013153	p	NA	996193
2015	1013153	p	NA	1001645
2015	1013153	p	NA	1002533
2015	1013153	p	NA	975762
2015	1013155	c	5656322	NA
2015	1013155	d	5656322	NA
2015	1013155	d	5659291	NA
2015	1013155	p	NA	993033
2015	1013155	p	NA	1001535
2015	1013155	p	NA	987132
2015	1013155	p	NA	997060
2015	1013155	p	NA	994305
2015	1013278	c	5602729	NA
2015	1013278	d	5508861	NA
2015	1013278	p	NA	1000409
2015	1013278	p	NA	998931
2015	1013278	p	NA	1002542
2015	1013278	p	NA	1002498
2015	1013278	p	NA	995179
2015	1013568	c	5657142	NA
2015	1013568	p	5636223	NA
2015	1013568	p	5637342	NA
2015	1013568	p	5644842	NA
2015	1013568	p	5650340	NA
2015	1013568	p	5652929	NA
2015	1013568	p	5653393	NA
2015	1013568	p	5653544	NA
2015	1013568	p	5656649	NA
2015	1013574	c	5661350	NA
2015	1013574	p	5636677	NA
2015	1013574	p	5645705	NA
2015	1013574	p	5662931	NA
2015	1013574	p	5713548	NA
2015	1013574	p	6626270	NA
2015	1013576	c	5652561	NA
2015	1013576	p	5646092	NA
2015	1013576	p	5651866	NA
2015	1013576	p	5652336	NA
2015	1013576	p	5653270	NA
2015	1013576	p	5654419	NA
2015	1013576	p	6679600	NA
2015	1013611	c	5643046	NA
2015	1013611	d	5638044	NA
2015	1013611	p	NA	999251
2015	1013611	p	NA	995479
2015	1013611	p	NA	978613
2015	1013611	p	NA	1000435
2015	1013611	p	NA	997477
2015	1013631	c	5642353	NA
2015	1013631	d	5637943	NA
2015	1013631	p	NA	995935
2015	1013631	p	NA	1002199
2015	1013631	p	NA	1003009
2015	1013631	p	NA	996673
2015	1013631	p	NA	995737
2015	1013640	c	5646923	NA
2015	1013640	d	5646923	NA
2015	1013640	p	NA	992500
2015	1013640	p	NA	996138
2015	1013640	p	NA	998768
2015	1013643	d	5647111	NA
2015	1013643	d	5657459	NA
